Time[s], Channel 0,,Call interval,In-code,,,Call Interval,,In-Code
7.41721425,0,,,0.350458,,,,,
7.421300958,1,,4.437166667,,,,,,
7.421649917,0,,,0.348959,,,,,
7.422759333,1,,1.458375,,,,,,
7.423108625,0,,,0.349292,,,,,
7.427192042,1,,4.432708333,,,,,,
7.427542542,0,,,0.3505,,,,,
7.430633958,1,,3.441916667,,,,,,
7.4309845,0,,,0.350542,,,,,
7.434082167,1,,3.448208333,,,,,,
7.434431917,0,,,0.34975,,,,,
7.437529042,1,,3.446875,,,,,,
7.437878917,0,,,0.349875,,,,,
7.44197875,1,,4.449708333,,,,,,
7.44232825,0,,,0.3495,,,,,
7.443205375,1,,1.226625,,,,,,
7.443555833,0,,,0.350458,,,,,
7.446644417,1,,3.439041667,,,,,,
7.44699375,0,,,0.349333,,,,,
7.447871583,1,,1.227166667,,,,,,
7.448221083,0,,,0.3495,,,,,
7.452310208,1,,4.438625,,,,,,
7.452660708,0,,,0.3505,,,,,
7.453536458,1,,1.22625,,,,,,
7.453885625,0,,,0.349167,,,,,
7.457971292,1,,4.434833333,,,,,,
7.458322458,0,,,0.351166,,,,,
7.461419292,1,,3.448,,,,,,
7.461770333,0,,,0.351041,,,,,
7.464871792,1,,3.4525,,,,,,
7.46522075,0,,,0.348958,,,,,
7.468315875,1,,3.444083333,,,,,,
7.468666667,0,,,0.350792,,,,,
7.471766708,1,,3.450833333,,,,,,
7.472117667,0,,,0.350959,,,,,
7.476213958,1,,4.44725,,,,,,
7.476563833,0,,,0.349875,,,,,
7.477441292,1,,1.227333333,,,,,,
7.477791833,0,,,0.350541,,,,,
7.480877958,1,,3.436666667,,,,,,
7.481228375,0,,,0.350417,,,,,
7.482105542,1,,1.227583333,,,,,,
7.482454542,0,,,0.349,,,,,
7.486540625,1,,4.435083333,,,,,,
7.486891833,0,,,0.351208,,,,,
7.48999275,1,,3.452125,,,,,,
7.490344167,0,,,0.351417,,,,,
7.493442042,1,,3.449291667,,,,,,
7.493791708,0,,,0.349666,,,,,
7.496888583,1,,3.446541667,,,,,,
7.497238375,0,,,0.349792,,,,,
7.500334167,1,,3.445583333,,,,,,
7.500684167,0,,,0.35,,,,,
7.504783583,1,,4.449416667,,,,,,
7.505132917,0,,,0.349334,,,,,
7.506008583,1,,1.225,,,,,,
7.50635875,0,,,0.350167,,,,,
7.509445083,1,,3.4365,,,,,,
7.509793083,0,,,0.348,,,,,
7.51066725,1,,1.222166667,,,,,,
7.511016792,0,,,0.349542,,,,,
7.515104,1,,4.43675,,,,,,
7.515452917,0,,,0.348917,,,,,
7.518549,1,,3.445,,,,,,
7.518898958,0,,,0.349958,,,,,
7.521998875,1,,3.449875,,,,,,
7.522349292,0,,,0.350417,,,,,
7.525446333,1,,3.447458333,,,,,,
7.525796333,0,,,0.35,,,,,
7.528894792,1,,3.448458333,,,,,,
7.529244125,0,,,0.349333,,,,,
7.533342042,1,,4.44725,,,,,,
7.533693667,0,,,0.351625,,,,,
7.534569583,1,,1.227541667,,,,,,
7.534918417,0,,,0.348834,,,,,
7.538000125,1,,3.430541667,,,,,,
7.53835075,0,,,0.350625,,,,,
7.539223583,1,,1.223458333,,,,,,
7.539572917,0,,,0.349334,,,,,
7.543652583,1,,4.429,,,,,,
7.544002625,0,,,0.350042,,,,,
7.545114958,1,,1.462375,,,,,,
7.54546675,0,,,0.351792,,,,,
7.5495515,1,,4.436541667,,,,,,
7.549901,0,,,0.3495,,,,,
7.553000375,1,,3.448875,,,,,,
7.553351042,0,,,0.350667,,,,,
7.556449,1,,3.448625,,,,,,
7.556798667,0,,,0.349667,,,,,
7.559898708,1,,3.449708333,,,,,,
7.560249,0,,,0.350292,,,,,
7.564347292,1,,4.448583333,,,,,,
7.564696958,0,,,0.349666,,,,,
7.565573042,1,,1.22575,,,,,,
7.565922708,0,,,0.349666,,,,,
7.569004125,1,,3.431083333,,,,,,
7.569354875,0,,,0.35075,,,,,
7.5702335,1,,1.229375,,,,,,
7.570582875,0,,,0.349375,,,,,
7.573669958,1,,3.436458333,,,,,,
7.574019458,0,,,0.3495,,,,,
7.574897375,1,,1.227416667,,,,,,
7.575248125,0,,,0.35075,,,,,
7.579333083,1,,4.435708333,,,,,,
7.579681792,0,,,0.348709,,,,,
7.582777833,1,,3.44475,,,,,,
7.583126542,0,,,0.348709,,,,,
7.5862235,1,,3.445666667,,,,,,
7.586573333,0,,,0.349833,,,,,
7.589674542,1,,3.451041667,,,,,,
7.5900245,0,,,0.349958,,,,,
7.593121542,1,,3.447,,,,,,
7.593472875,0,,,0.351333,,,,,
7.597569958,1,,4.448416667,,,,,,
7.5979185,0,,,0.348542,,,,,
7.598794792,1,,1.224833333,,,,,,
7.599145542,0,,,0.35075,,,,,
7.602233333,1,,3.438541667,,,,,,
7.60258425,0,,,0.350917,,,,,
7.60345775,1,,1.224416667,,,,,,
7.603807,0,,,0.34925,,,,,
7.607892167,1,,4.434416667,,,,,,
7.608240792,0,,,0.348625,,,,,
7.611331792,1,,3.439625,,,,,,
7.611681833,0,,,0.350041,,,,,
7.614781083,1,,3.449291667,,,,,,
7.615130167,0,,,0.349084,,,,,
7.618227417,1,,3.446333333,,,,,,
7.618577958,0,,,0.350541,,,,,
7.621678458,1,,3.451041667,,,,,,
7.622027208,0,,,0.34875,,,,,
7.626124625,1,,4.446166667,,,,,,
7.626474667,0,,,0.350042,,,,,
7.627352875,1,,1.22825,,,,,,
7.627704458,0,,,0.351583,,,,,
7.630787375,1,,3.4345,,,,,,
7.631137917,0,,,0.350542,,,,,
7.632013625,1,,1.22625,,,,,,
7.632364292,0,,,0.350667,,,,,
7.636450792,1,,4.437166667,,,,,,
7.636800542,0,,,0.34975,,,,,
7.637912042,1,,1.46125,,,,,,
7.638263083,0,,,0.351041,,,,,
7.642348708,1,,4.436666667,,,,,,
7.64269875,0,,,0.350042,,,,,
7.645798833,1,,3.450125,,,,,,
7.6461485,0,,,0.349667,,,,,
7.649244083,1,,3.44525,,,,,,
7.649595083,0,,,0.351,,,,,
7.652690333,1,,3.44625,,,,,,
7.653039667,0,,,0.349334,,,,,
7.657127042,1,,4.436708333,,,,,,
7.657477,0,,,0.349958,,,,,
7.658355292,1,,1.22825,,,,,,
7.658704292,0,,,0.349,,,,,
7.661786792,1,,3.4315,,,,,,
7.662137667,0,,,0.350875,,,,,
7.663014708,1,,1.227916667,,,,,,
7.663363708,0,,,0.349,,,,,
7.666451208,1,,3.4365,,,,,,
7.666802625,0,,,0.351417,,,,,
7.667679458,1,,1.22825,,,,,,
7.668028875,0,,,0.349417,,,,,
7.672116042,1,,4.436583333,,,,,,
7.672466792,0,,,0.35075,,,,,
7.675567375,1,,3.451333333,,,,,,
7.675916958,0,,,0.349583,,,,,
7.679015,1,,3.447625,,,,,,
7.679365333,0,,,0.350333,,,,,
7.682463042,1,,3.448041667,,,,,,
7.682812417,0,,,0.349375,,,,,
7.685908958,1,,3.445916667,,,,,,
7.686259292,0,,,0.350334,,,,,
7.690356458,1,,4.4475,,,,,,
7.690706958,0,,,0.3505,,,,,
7.69158125,1,,1.224791667,,,,,,
7.691931292,0,,,0.350042,,,,,
7.695017292,1,,3.436041667,,,,,,
7.695368208,0,,,0.350916,,,,,
7.696245625,1,,1.228333333,,,,,,
7.696596333,0,,,0.350708,,,,,
7.700680708,1,,4.435083333,,,,,,
7.701030042,0,,,0.349334,,,,,
7.704122667,1,,3.441958333,,,,,,
7.704471833,0,,,0.349166,,,,,
7.70756975,1,,3.447083333,,,,,,
7.707919583,0,,,0.349833,,,,,
7.711015208,1,,3.445458333,,,,,,
7.711364125,0,,,0.348917,,,,,
7.714463208,1,,3.448,,,,,,
7.714811833,0,,,0.348625,,,,,
7.718911292,1,,4.448083333,,,,,,
7.719261042,0,,,0.34975,,,,,
7.720139667,1,,1.228375,,,,,,
7.7204885,0,,,0.348833,,,,,
7.723572542,1,,3.432875,,,,,,
7.723922708,0,,,0.350166,,,,,
7.724797542,1,,1.225,,,,,,
7.725146208,0,,,0.348666,,,,,
7.729232917,1,,4.435375,,,,,,
7.729582417,0,,,0.3495,,,,,
7.730691875,1,,1.458958333,,,,,,
7.73104125,0,,,0.349375,,,,,
7.735131042,1,,4.439166667,,,,,,
7.735481292,0,,,0.35025,,,,,
7.738579875,1,,3.448833333,,,,,,
7.738928667,0,,,0.348792,,,,,
7.74202875,1,,3.448875,,,,,,
7.742378958,0,,,0.350208,,,,,
7.745477083,1,,3.448333333,,,,,,
7.745826333,0,,,0.34925,,,,,
7.749925083,1,,4.448,,,,,,
7.750275083,0,,,0.35,,,,,
7.751149542,1,,1.224458333,,,,,,
7.751499292,0,,,0.34975,,,,,
7.754586375,1,,3.436833333,,,,,,
7.754936542,0,,,0.350167,,,,,
7.755811458,1,,1.225083333,,,,,,
7.75616225,0,,,0.350792,,,,,
7.760246083,1,,4.434625,,,,,,
7.760595458,0,,,0.349375,,,,,
7.761705208,1,,1.459125,,,,,,
7.762055542,0,,,0.350334,,,,,
7.766137625,1,,4.432416667,,,,,,
7.766489375,0,,,0.35175,,,,,
7.769583708,1,,3.446083333,,,,,,
7.769934125,0,,,0.350417,,,,,
7.773023917,1,,3.440208333,,,,,,
7.773374125,0,,,0.350208,,,,,
7.776473792,1,,3.449875,,,,,,
7.776823208,0,,,0.349416,,,,,
7.780920375,1,,4.446583333,,,,,,
7.78126925,0,,,0.348875,,,,,
7.782146792,1,,1.226416667,,,,,,
7.782496583,0,,,0.349791,,,,,
7.785580958,1,,3.434166667,,,,,,
7.785930625,0,,,0.349667,,,,,
7.786805917,1,,1.224958333,,,,,,
7.787156083,0,,,0.350166,,,,,
7.790238167,1,,3.43225,,,,,,
7.790588292,0,,,0.350125,,,,,
7.791464917,1,,1.22675,,,,,,
7.791814542,0,,,0.349625,,,,,
7.795899125,1,,4.434208333,,,,,,
7.796249208,0,,,0.350083,,,,,
7.799349875,1,,3.45075,,,,,,
7.799699458,0,,,0.349583,,,,,
7.802795958,1,,3.446083333,,,,,,
7.803146,0,,,0.350042,,,,,
7.806244875,1,,3.448916667,,,,,,
7.80659425,0,,,0.349375,,,,,
7.809693542,1,,3.448666667,,,,,,
7.810045458,0,,,0.351916,,,,,
7.814142083,1,,4.448541667,,,,,,
7.8144905,0,,,0.348417,,,,,
7.815364958,1,,1.222875,,,,,,
7.815715333,0,,,0.350375,,,,,
7.818801417,1,,3.436458333,,,,,,
7.819152542,0,,,0.351125,,,,,
7.820028458,1,,1.227041667,,,,,,
7.820379167,0,,,0.350709,,,,,
7.824468542,1,,4.440083333,,,,,,
7.824817208,0,,,0.348666,,,,,
7.827915417,1,,3.446875,,,,,,
7.828266167,0,,,0.35075,,,,,
7.831365167,1,,3.44975,,,,,,
7.831714583,0,,,0.349416,,,,,
7.8348145,1,,3.449333333,,,,,,
7.835164542,0,,,0.350042,,,,,
7.838263958,1,,3.449458333,,,,,,
7.83861475,0,,,0.350792,,,,,
7.842713958,1,,4.45,,,,,,
7.843064625,0,,,0.350667,,,,,
7.843940958,1,,1.227,,,,,,
7.844291375,0,,,0.350417,,,,,
7.847380542,1,,3.439583333,,,,,,
7.847730292,0,,,0.34975,,,,,
7.848608417,1,,1.227875,,,,,,
7.848958125,0,,,0.349708,,,,,
7.853040208,1,,4.431791667,,,,,,
7.853390208,0,,,0.35,,,,,
7.854502708,1,,1.4625,,,,,,
7.8548525,0,,,0.349792,,,,,
7.858938083,1,,4.435375,,,,,,
7.859288125,0,,,0.350042,,,,,
7.862388417,1,,3.450333333,,,,,,
7.862737667,0,,,0.34925,,,,,
7.86583475,1,,3.446333333,,,,,,
7.866185708,0,,,0.350958,,,,,
7.869282958,1,,3.448208333,,,,,,
7.869632125,0,,,0.349167,,,,,
7.873734208,1,,4.45125,,,,,,
7.874085292,0,,,0.351084,,,,,
7.874961542,1,,1.227333333,,,,,,
7.875310792,0,,,0.34925,,,,,
7.878395208,1,,3.433666667,,,,,,
7.878745292,0,,,0.350084,,,,,
7.879622083,1,,1.226875,,,,,,
7.879971542,0,,,0.349459,,,,,
7.883051417,1,,3.429333333,,,,,,
7.883402208,0,,,0.350791,,,,,
7.88427425,1,,1.222833333,,,,,,
7.884624625,0,,,0.350375,,,,,
7.888700625,1,,4.426375,,,,,,
7.889050333,0,,,0.349708,,,,,
7.892150708,1,,3.450083333,,,,,,
7.892501833,0,,,0.351125,,,,,
7.895597125,1,,3.446416667,,,,,,
7.895946833,0,,,0.349708,,,,,
7.899044458,1,,3.447333333,,,,,,
7.899396417,0,,,0.351959,,,,,
7.902492583,1,,3.448125,,,,,,
7.902843375,0,,,0.350792,,,,,
7.906945333,1,,4.45275,,,,,,
7.907294917,0,,,0.349584,,,,,
7.908171,1,,1.225666667,,,,,,
7.908521875,0,,,0.350875,,,,,
7.911609542,1,,3.438541667,,,,,,
7.911959417,0,,,0.349875,,,,,
7.912837875,1,,1.228333333,,,,,,
7.913188833,0,,,0.350958,,,,,
7.917276,1,,4.438125,,,,,,
7.917625542,0,,,0.349542,,,,,
7.920726958,1,,3.450958333,,,,,,
7.921076375,0,,,0.349417,,,,,
7.9241705,1,,3.443541667,,,,,,
7.924521,0,,,0.3505,,,,,
7.927617625,1,,3.447125,,,,,,
7.9279665,0,,,0.348875,,,,,
7.931064083,1,,3.446458333,,,,,,
7.9314135,0,,,0.349417,,,,,
7.935512125,1,,4.448041667,,,,,,
7.935862833,0,,,0.350708,,,,,
7.936737167,1,,1.225041667,,,,,,
7.937086333,0,,,0.349166,,,,,
7.940175042,1,,3.437875,,,,,,
7.940525292,0,,,0.35025,,,,,
7.941401708,1,,1.226666667,,,,,,
7.941751125,0,,,0.349417,,,,,
7.945834833,1,,4.433125,,,,,,
7.946185125,0,,,0.350292,,,,,
7.947296417,1,,1.461583333,,,,,,
7.947646042,0,,,0.349625,,,,,
7.9517325,1,,4.436083333,,,,,,
7.952082542,0,,,0.350042,,,,,
7.95517425,1,,3.44175,,,,,,
7.95552475,0,,,0.3505,,,,,
7.958624125,1,,3.449875,,,,,,
7.958974542,0,,,0.350417,,,,,
7.962074042,1,,3.449916667,,,,,,
7.962424042,0,,,0.35,,,,,
7.966520708,1,,4.446666667,,,,,,
7.9668705,0,,,0.349792,,,,,
7.967746833,1,,1.226125,,,,,,
7.968097875,0,,,0.351042,,,,,
7.971183833,1,,3.437,,,,,,
7.971534208,0,,,0.350375,,,,,
7.972411667,1,,1.227833333,,,,,,
7.9727615,0,,,0.349833,,,,,
7.976846,1,,4.434333333,,,,,,
7.977197208,0,,,0.351208,,,,,
7.978308375,1,,1.462375,,,,,,
7.978656917,0,,,0.348542,,,,,
7.982743292,1,,4.434916667,,,,,,
7.983092875,0,,,0.349583,,,,,
7.986193583,1,,3.450291667,,,,,,
7.986542958,0,,,0.349375,,,,,
7.989641208,1,,3.447625,,,,,,
7.989991542,0,,,0.350334,,,,,
7.993093542,1,,3.452333333,,,,,,
7.993442917,0,,,0.349375,,,,,
7.997537958,1,,4.444416667,,,,,,
7.997888042,0,,,0.350084,,,,,
7.99875875,1,,1.220791667,,,,,,
7.999107708,0,,,0.348958,,,,,
8.002179208,1,,3.420458333,,,,,,
8.002529667,0,,,0.350459,,,,,
8.003406125,1,,1.226916667,,,,,,
8.003754875,0,,,0.34875,,,,,
8.006839917,1,,3.433791667,,,,,,
8.007189167,0,,,0.34925,,,,,
8.008067042,1,,1.227125,,,,,,
8.008416,0,,,0.348958,,,,,
8.012500708,1,,4.433666667,,,,,,
8.012852875,0,,,0.352167,,,,,
8.015951,1,,3.450291667,,,,,,
8.016300583,0,,,0.349583,,,,,
8.019402042,1,,3.451041667,,,,,,
8.019752708,0,,,0.350666,,,,,
8.022853458,1,,3.451416667,,,,,,
8.02320225,0,,,0.348792,,,,,
8.026298875,1,,3.445416667,,,,,,
8.026648292,0,,,0.349417,,,,,
8.030748417,1,,4.449541667,,,,,,
8.031097167,0,,,0.34875,,,,,
8.031971833,1,,1.223416667,,,,,,
8.032322208,0,,,0.350375,,,,,
8.035406375,1,,3.434541667,,,,,,
8.035755542,0,,,0.349167,,,,,
8.03663175,1,,1.225375,,,,,,
8.036980542,0,,,0.348792,,,,,
8.041067792,1,,4.436041667,,,,,,
8.041418792,0,,,0.351,,,,,
8.044516083,1,,3.448291667,,,,,,
8.044866333,0,,,0.35025,,,,,
8.047964083,1,,3.448,,,,,,
8.048313,0,,,0.348917,,,,,
8.051409542,1,,3.445458333,,,,,,
8.05175925,0,,,0.349708,,,,,
8.054860333,1,,3.450791667,,,,,,
8.05520925,0,,,0.348917,,,,,
8.059306042,1,,4.445708333,,,,,,
8.059656667,0,,,0.350625,,,,,
8.060532125,1,,1.226083333,,,,,,
8.060880542,0,,,0.348417,,,,,
8.063965167,1,,3.433041667,,,,,,
8.064314708,0,,,0.349541,,,,,
8.065190667,1,,1.2255,,,,,,
8.065541125,0,,,0.350458,,,,,
8.069626167,1,,4.4355,,,,,,
8.069975375,0,,,0.349208,,,,,
8.071087333,1,,1.461166667,,,,,,
8.071438958,0,,,0.351625,,,,,
8.075524417,1,,4.437083333,,,,,,
8.075874292,0,,,0.349875,,,,,
8.078965167,1,,3.44075,,,,,,
8.079314417,0,,,0.34925,,,,,
8.082411375,1,,3.446208333,,,,,,
8.082761417,0,,,0.350042,,,,,
8.085863542,1,,3.452166667,,,,,,
8.086213542,0,,,0.35,,,,,
8.090308375,1,,4.444833333,,,,,,
8.090658208,0,,,0.349833,,,,,
8.091536,1,,1.227625,,,,,,
8.091884875,0,,,0.348875,,,,,
8.094969917,1,,3.433916667,,,,,,
8.095320708,0,,,0.350791,,,,,
8.096196958,1,,1.227041667,,,,,,
8.096547917,0,,,0.350959,,,,,
8.099632083,1,,3.435125,,,,,,
8.09998125,0,,,0.349167,,,,,
8.100858042,1,,1.225958333,,,,,,
8.101207792,0,,,0.34975,,,,,
8.105293042,1,,4.435,,,,,,
8.105643875,0,,,0.350833,,,,,
8.10874175,1,,3.448708333,,,,,,
8.109092208,0,,,0.350458,,,,,
8.112185167,1,,3.443416667,,,,,,
8.112535833,0,,,0.350666,,,,,
8.11562575,1,,3.440583333,,,,,,
8.11597475,0,,,0.349,,,,,
8.119076083,1,,3.450333333,,,,,,
8.119426625,0,,,0.350542,,,,,
8.123524875,1,,4.448791667,,,,,,
8.123875792,0,,,0.350917,,,,,
8.124751917,1,,1.227041667,,,,,,
8.125102125,0,,,0.350208,,,,,
8.128188667,1,,3.43675,,,,,,
8.128539458,0,,,0.350791,,,,,
8.129414917,1,,1.22625,,,,,,
8.129764625,0,,,0.349708,,,,,
8.133853083,1,,4.438166667,,,,,,
8.134204292,0,,,0.351209,,,,,
8.137300917,1,,3.447833333,,,,,,
8.137650958,0,,,0.350041,,,,,
8.140749125,1,,3.448208333,,,,,,
8.14109875,0,,,0.349625,,,,,
8.144195083,1,,3.445958333,,,,,,
8.144546458,0,,,0.351375,,,,,
8.147645083,1,,3.45,,,,,,
8.147993708,0,,,0.348625,,,,,
8.152090792,1,,4.445708333,,,,,,
8.152440333,0,,,0.349541,,,,,
8.153316542,1,,1.22575,,,,,,
8.15366525,0,,,0.348708,,,,,
8.156746208,1,,3.429666667,,,,,,
8.157094417,0,,,0.348209,,,,,
8.157969833,1,,1.223625,,,,,,
8.158320625,0,,,0.350792,,,,,
8.162408292,1,,4.438458333,,,,,,
8.162757917,0,,,0.349625,,,,,
8.163868958,1,,1.460666667,,,,,,
8.164218,0,,,0.349042,,,,,
8.168303,1,,4.434041667,,,,,,
8.168652167,0,,,0.349167,,,,,
8.171751708,1,,3.448708333,,,,,,
8.172100708,0,,,0.349,,,,,
8.175201917,1,,3.450208333,,,,,,
8.175551917,0,,,0.35,,,,,
8.178650583,1,,3.448666667,,,,,,
8.179001,0,,,0.350417,,,,,
8.183098875,1,,4.448291667,,,,,,
8.183449458,0,,,0.350583,,,,,
8.1843265,1,,1.227625,,,,,,
8.184675875,0,,,0.349375,,,,,
8.187760417,1,,3.433916667,,,,,,
8.18811,0,,,0.349583,,,,,
8.188986,1,,1.225583333,,,,,,
8.189335042,0,,,0.349042,,,,,
8.193420417,1,,4.434416667,,,,,,
8.193770458,0,,,0.350041,,,,,
8.19488275,1,,1.462333333,,,,,,
8.195231917,0,,,0.349167,,,,,
8.199316667,1,,4.433916667,,,,,,
8.199666833,0,,,0.350166,,,,,
8.202764667,1,,3.448,,,,,,
8.203114958,0,,,0.350291,,,,,
8.206211458,1,,3.446791667,,,,,,
8.206561375,0,,,0.349917,,,,,
8.209658542,1,,3.447083333,,,,,,
8.210009333,0,,,0.350791,,,,,
8.213105667,1,,3.447125,,,,,,
8.213457,0,,,0.351333,,,,,
8.214333417,1,,1.22775,,,,,,
8.214683792,0,,,0.350375,,,,,
8.217766125,1,,3.432708333,,,,,,
8.218115167,0,,,0.349042,,,,,
8.218991292,1,,1.225166667,,,,,,
8.21934075,0,,,0.349458,,,,,
8.222425833,1,,3.434541667,,,,,,
8.222775375,0,,,0.349542,,,,,
8.223653583,1,,1.22775,,,,,,
8.224003417,0,,,0.349834,,,,,
8.228086292,1,,4.432708333,,,,,,
8.228438125,0,,,0.351833,,,,,
8.231529542,1,,3.44325,,,,,,
8.23187975,0,,,0.350208,,,,,
8.234976042,1,,3.4465,,,,,,
8.235324583,0,,,0.348541,,,,,
8.238423667,1,,3.447625,,,,,,
8.238773708,0,,,0.350041,,,,,
8.241869833,1,,3.446166667,,,,,,
8.242219667,0,,,0.349834,,,,,
8.246316333,1,,4.4465,,,,,,
8.246665583,0,,,0.34925,,,,,
8.247540292,1,,1.223958333,,,,,,
8.247890542,0,,,0.35025,,,,,
8.250980167,1,,3.439875,,,,,,
8.251330417,0,,,0.35025,,,,,
8.252205667,1,,1.2255,,,,,,
8.252555208,0,,,0.349541,,,,,
8.256641667,1,,4.436,,,,,,
8.256991292,0,,,0.349625,,,,,
8.260087917,1,,3.44625,,,,,,
8.260438625,0,,,0.350708,,,,,
8.263540792,1,,3.452875,,,,,,
8.263889417,0,,,0.348625,,,,,
8.266980708,1,,3.439916667,,,,,,
8.26732975,0,,,0.349042,,,,,
8.270429583,1,,3.448875,,,,,,
8.270779542,0,,,0.349959,,,,,
8.274877375,1,,4.447791667,,,,,,
8.275227083,0,,,0.349708,,,,,
8.276102875,1,,1.2255,,,,,,
8.27645225,0,,,0.349375,,,,,
8.279536042,1,,3.433166667,,,,,,
8.279886667,0,,,0.350625,,,,,
8.280761833,1,,1.225791667,,,,,,
8.281111,0,,,0.349167,,,,,
8.28519675,1,,4.434916667,,,,,,
8.285546333,0,,,0.349583,,,,,
8.286658375,1,,1.461625,,,,,,
8.287007125,0,,,0.34875,,,,,
8.291091167,1,,4.432791667,,,,,,
8.291442208,0,,,0.351041,,,,,
8.294540875,1,,3.449708333,,,,,,
8.29489125,0,,,0.350375,,,,,
8.297988042,1,,3.447166667,,,,,,
8.298339208,0,,,0.351166,,,,,
8.301437625,1,,3.449583333,,,,,,
8.301786167,0,,,0.348542,,,,,
8.305883542,1,,4.445916667,,,,,,
8.306232958,0,,,0.349416,,,,,
8.307109042,1,,1.2255,,,,,,
8.307458833,0,,,0.349791,,,,,
8.310544042,1,,3.435,,,,,,
8.310894125,0,,,0.350083,,,,,
8.311770917,1,,1.226875,,,,,,
8.312119625,0,,,0.348708,,,,,
8.315206875,1,,3.435958333,,,,,,
8.315559042,0,,,0.352167,,,,,
8.316436375,1,,1.2295,,,,,,
8.3167875,0,,,0.351125,,,,,
8.32086875,1,,4.432375,,,,,,
8.321218208,0,,,0.349458,,,,,
8.324317792,1,,3.449041667,,,,,,
8.324667,0,,,0.349208,,,,,
8.327766875,1,,3.449083333,,,,,,
8.32811675,0,,,0.349875,,,,,
8.33121525,1,,3.448375,,,,,,
8.331563875,0,,,0.348625,,,,,
8.334663042,1,,3.447791667,,,,,,
8.3350135,0,,,0.350458,,,,,
8.3391095,1,,4.446458333,,,,,,
8.339459042,0,,,0.349542,,,,,
8.340329208,1,,1.219708333,,,,,,
8.340679958,0,,,0.35075,,,,,
8.343759292,1,,3.430083333,,,,,,
8.344108083,0,,,0.348791,,,,,
8.344982958,1,,1.223666667,,,,,,
8.345333458,0,,,0.3505,,,,,
8.349417458,1,,4.4345,,,,,,
8.349766542,0,,,0.349084,,,,,
8.352860792,1,,3.443333333,,,,,,
8.353210917,0,,,0.350125,,,,,
8.356309583,1,,3.448791667,,,,,,
8.356659875,0,,,0.350292,,,,,
8.359759167,1,,3.449583333,,,,,,
8.360109083,0,,,0.349916,,,,,
8.363208167,1,,3.449,,,,,,
8.36355775,0,,,0.349583,,,,,
8.367654,1,,4.445833333,,,,,,
8.368005042,0,,,0.351042,,,,,
8.368881292,1,,1.227291667,,,,,,
8.369230333,0,,,0.349041,,,,,
8.372316125,1,,3.434833333,,,,,,
8.372667667,0,,,0.351542,,,,,
8.373543542,1,,1.227416667,,,,,,
8.37389475,0,,,0.351208,,,,,
8.377986042,1,,4.4425,,,,,,
8.378336167,0,,,0.350125,,,,,
8.379449208,1,,1.463166667,,,,,,
8.379798417,0,,,0.349209,,,,,
8.383879625,1,,4.430416667,,,,,,
8.38423175,0,,,0.352125,,,,,
8.387327667,1,,3.448041667,,,,,,
8.387676333,0,,,0.348666,,,,,
8.39077875,1,,3.451083333,,,,,,
8.391128167,0,,,0.349417,,,,,
8.394227792,1,,3.449041667,,,,,,
8.394576875,0,,,0.349083,,,,,
8.398674625,1,,4.446833333,,,,,,
8.399025667,0,,,0.351042,,,,,
8.399900625,1,,1.226,,,,,,
8.4002495,0,,,0.348875,,,,,
8.403336167,1,,3.435541667,,,,,,
8.40368575,0,,,0.349583,,,,,
8.404563625,1,,1.227458333,,,,,,
8.404913375,0,,,0.34975,,,,,
8.409000333,1,,4.436708333,,,,,,
8.409351,0,,,0.350667,,,,,
8.410461292,1,,1.460958333,,,,,,
8.410810958,0,,,0.349666,,,,,
8.414894208,1,,4.432916667,,,,,,
8.415245125,0,,,0.350917,,,,,
8.418342458,1,,3.44825,,,,,,
8.4186935,0,,,0.351042,,,,,
8.421793792,1,,3.451333333,,,,,,
8.422143875,0,,,0.350083,,,,,
8.425243208,1,,3.449416667,,,,,,
8.425592,0,,,0.348792,,,,,
8.428687167,1,,3.443958333,,,,,,
8.4290385,0,,,0.351333,,,,,
8.433134833,1,,4.447666667,,,,,,
8.433483708,0,,,0.348875,,,,,
8.434358375,1,,1.223541667,,,,,,
8.434708833,0,,,0.350458,,,,,
8.43779775,1,,3.439375,,,,,,
8.43814725,0,,,0.3495,,,,,
8.439022458,1,,1.224708333,,,,,,
8.439373083,0,,,0.350625,,,,,
8.443460542,1,,4.438083333,,,,,,
8.443809583,0,,,0.349041,,,,,
8.446909,1,,3.448458333,,,,,,
8.4472585,0,,,0.3495,,,,,
8.450359958,1,,3.450958333,,,,,,
8.450710458,0,,,0.3505,,,,,
8.453805042,1,,3.445083333,,,,,,
8.454153958,0,,,0.348916,,,,,
8.4572465,1,,3.441458333,,,,,,
8.457596125,0,,,0.349625,,,,,
8.461693,1,,4.4465,,,,,,
8.4620435,0,,,0.3505,,,,,
8.462919,1,,1.226,,,,,,
8.463269167,0,,,0.350167,,,,,
8.466356208,1,,3.437208333,,,,,,
8.466705625,0,,,0.349417,,,,,
8.467580958,1,,1.22475,,,,,,
8.46793175,0,,,0.350792,,,,,
8.472015917,1,,4.434958333,,,,,,
8.472366958,0,,,0.351041,,,,,
8.475467708,1,,3.451791667,,,,,,
8.475818708,0,,,0.351,,,,,
8.478918083,1,,3.450375,,,,,,
8.47926825,0,,,0.350167,,,,,
8.482368375,1,,3.450291667,,,,,,
8.482718792,0,,,0.350417,,,,,
8.485810417,1,,3.442041667,,,,,,
8.486160792,0,,,0.350375,,,,,
8.490259708,1,,4.449291667,,,,,,
